GEO_CODE (POR),GEO_NAME,dimension,Member ID: Profile of Economic Regions (2247),total
2415,Bas-Saint-Laurent,"No certificate, diploma or degree",1684,38540.00
2415,Bas-Saint-Laurent,Secondary (high) school diploma or equivalency certificate,1685,32515.00
2415,Bas-Saint-Laurent,"Postsecondary certificate, diploma or degree",1686,90525.00
2415,Bas-Saint-Laurent,Apprenticeship or trades certificate or diploma,1687,35930.00
2415,Bas-Saint-Laurent,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,1688,26205.00
2415,Bas-Saint-Laurent,Certificate of Apprenticeship or Certificate of Qualification,1689,9720.00
2415,Bas-Saint-Laurent,"College, CEGEP or other non-university certificate or diploma",1690,28435.00
2415,Bas-Saint-Laurent,University certificate or diploma below bachelor level,1691,5270.00
2415,Bas-Saint-Laurent,"University certificate, diploma or degree at bachelor level or above",1692,20890.00
2415,Bas-Saint-Laurent,Bachelor's degree,1693,14860.00
2415,Bas-Saint-Laurent,University certificate or diploma above bachelor level,1694,1735.00
2415,Bas-Saint-Laurent,"Degree in medicine, dentistry, veterinary medicine or optometry",1695,630.00
2415,Bas-Saint-Laurent,Master's degree,1696,3055.00
2415,Bas-Saint-Laurent,Earned doctorate,1697,610.00
2415,Bas-Saint-Laurent,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",1698,102065.00
2415,Bas-Saint-Laurent,"No certificate, diploma or degree",1699,16655.00
2415,Bas-Saint-Laurent,Secondary (high) school diploma or equivalency certificate,1700,17615.00
2415,Bas-Saint-Laurent,"Postsecondary certificate, diploma or degree",1701,67800.00
2415,Bas-Saint-Laurent,Apprenticeship or trades certificate or diploma,1702,28045.00
2415,Bas-Saint-Laurent,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,1703,20700.00
2415,Bas-Saint-Laurent,Certificate of Apprenticeship or Certificate of Qualification,1704,7345.00
2415,Bas-Saint-Laurent,"College, CEGEP or other non-university certificate or diploma",1705,20265.00
2415,Bas-Saint-Laurent,University certificate or diploma below bachelor level,1706,3280.00
2415,Bas-Saint-Laurent,"University certificate, diploma or degree at bachelor level or above",1707,16205.00
2415,Bas-Saint-Laurent,Bachelor's degree,1708,11600.00
2415,Bas-Saint-Laurent,University certificate or diploma above bachelor level,1709,1185.00
2415,Bas-Saint-Laurent,"Degree in medicine, dentistry, veterinary medicine or optometry",1710,525.00
2415,Bas-Saint-Laurent,Master's degree,1711,2440.00
2415,Bas-Saint-Laurent,Earned doctorate,1712,455.00
2415,Bas-Saint-Laurent,Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,1713,161580.00
2415,Bas-Saint-Laurent,"No postsecondary certificate, diploma or degree",1714,71055.00
2415,Bas-Saint-Laurent,Education,1715,9000.00
2415,Bas-Saint-Laurent,13. Education,1716,9000.00
2415,Bas-Saint-Laurent,"Visual and performing arts, and communications technologies",1717,1980.00
2415,Bas-Saint-Laurent,10. Communications technologies/technicians and support services,1718,295.00
2415,Bas-Saint-Laurent,50. Visual and performing arts,1719,1685.00
2415,Bas-Saint-Laurent,Humanities,1720,3290.00
2415,Bas-Saint-Laurent,"16. Aboriginal and foreign languages, literatures and linguistics",1721,205.00
2415,Bas-Saint-Laurent,23. English language and literature/letters,1722,45.00
2415,Bas-Saint-Laurent,"24. Liberal arts and sciences, general studies and humanities",1723,1760.00
2415,Bas-Saint-Laurent,30A Interdisciplinary humanities,1724,0.00
2415,Bas-Saint-Laurent,38. Philosophy and religious studies,1725,170.00
2415,Bas-Saint-Laurent,39. Theology and religious vocations,1726,260.00
2415,Bas-Saint-Laurent,54. History,1727,260.00
2415,Bas-Saint-Laurent,55. French language and literature/letters,1728,595.00
2415,Bas-Saint-Laurent,Social and behavioural sciences and law,1729,4725.00
2415,Bas-Saint-Laurent,"05. Area, ethnic, cultural, gender, and group studies",1730,55.00
2415,Bas-Saint-Laurent,"09. Communication, journalism and related programs",1731,450.00
2415,Bas-Saint-Laurent,19. Family and consumer sciences/human sciences,1732,1510.00
2415,Bas-Saint-Laurent,22. Legal professions and studies,1733,590.00
2415,Bas-Saint-Laurent,30B Interdisciplinary social and behavioural sciences,1734,195.00
2415,Bas-Saint-Laurent,42. Psychology,1735,820.00
2415,Bas-Saint-Laurent,45. Social sciences,1736,1110.00
2415,Bas-Saint-Laurent,"Business, management and public administration",1737,18175.00
2415,Bas-Saint-Laurent,30.16 Accounting and computer science,1738,40.00
2415,Bas-Saint-Laurent,44. Public administration and social service professions,1739,1405.00
2415,Bas-Saint-Laurent,"52. Business, management, marketing and related support services",1740,16735.00
2415,Bas-Saint-Laurent,Physical and life sciences and technologies,1741,2425.00
2415,Bas-Saint-Laurent,26. Biological and biomedical sciences,1742,975.00
2415,Bas-Saint-Laurent,30.01 Biological and physical sciences,1743,220.00
2415,Bas-Saint-Laurent,30C Other interdisciplinary physical and life sciences,1744,505.00
2415,Bas-Saint-Laurent,40. Physical sciences,1745,575.00
2415,Bas-Saint-Laurent,41. Science technologies/technicians,1746,145.00
2415,Bas-Saint-Laurent,"Mathematics, computer and information sciences",1747,1795.00
2415,Bas-Saint-Laurent,11. Computer and information sciences and support services,1748,1460.00
2415,Bas-Saint-Laurent,25. Library science,1749,170.00
2415,Bas-Saint-Laurent,27. Mathematics and statistics,1750,140.00
2415,Bas-Saint-Laurent,"30D Interdisciplinary mathematics, computer and information sciences",1751,25.00
2415,Bas-Saint-Laurent,"Architecture, engineering, and related technologies",1752,22595.00
2415,Bas-Saint-Laurent,04. Architecture and related services,1753,595.00
2415,Bas-Saint-Laurent,14. Engineering,1754,1365.00
2415,Bas-Saint-Laurent,15. Engineering technologies and engineering-related fields,1755,3885.00
2415,Bas-Saint-Laurent,30.12 Historic preservation and conservation,1756,0.00
2415,Bas-Saint-Laurent,46. Construction trades,1757,5700.00
2415,Bas-Saint-Laurent,47. Mechanic and repair technologies/technicians,1758,6340.00
2415,Bas-Saint-Laurent,48. Precision production,1759,4700.00
2415,Bas-Saint-Laurent,"Agriculture, natural resources and conservation",1760,4915.00
2415,Bas-Saint-Laurent,"01. Agriculture, agriculture operations and related sciences",1761,2720.00
2415,Bas-Saint-Laurent,03. Natural resources and conservation,1762,2200.00
2415,Bas-Saint-Laurent,Health and related fields,1763,12905.00
2415,Bas-Saint-Laurent,"31. Parks, recreation, leisure and fitness studies",1764,825.00
2415,Bas-Saint-Laurent,51. Health professions and related programs,1765,11920.00
2415,Bas-Saint-Laurent,"60. Dental, medical and veterinary residency programs",1766,160.00
2415,Bas-Saint-Laurent,"Personal, protective and transportation services",1767,8680.00
2415,Bas-Saint-Laurent,12. Personal and culinary services,1768,4965.00
2415,Bas-Saint-Laurent,"28. Military science, leadership and operational art",1769,0.00
2415,Bas-Saint-Laurent,29. Military technologies and applied sciences,1770,25.00
2415,Bas-Saint-Laurent,43. Security and protective services,1771,1135.00
2415,Bas-Saint-Laurent,49. Transportation and materials moving,1772,2555.00
2415,Bas-Saint-Laurent,Other,1773,35.00
2415,Bas-Saint-Laurent,"30.99 Multidisciplinary/interdisciplinary studies, other",1774,35.00
2415,Bas-Saint-Laurent,Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data,1775,102065.00
2415,Bas-Saint-Laurent,"No postsecondary certificate, diploma or degree",1776,34265.00
2415,Bas-Saint-Laurent,Education,1777,5455.00
2415,Bas-Saint-Laurent,13. Education,1778,5455.00
2415,Bas-Saint-Laurent,"Visual and performing arts, and communications technologies",1779,1515.00
2415,Bas-Saint-Laurent,10. Communications technologies/technicians and support services,1780,225.00
2415,Bas-Saint-Laurent,50. Visual and performing arts,1781,1295.00
2415,Bas-Saint-Laurent,Humanities,1782,1895.00
2415,Bas-Saint-Laurent,"16. Aboriginal and foreign languages, literatures and linguistics",1783,160.00
2415,Bas-Saint-Laurent,23. English language and literature/letters,1784,30.00
2415,Bas-Saint-Laurent,"24. Liberal arts and sciences, general studies and humanities",1785,950.00
2415,Bas-Saint-Laurent,30A Interdisciplinary humanities,1786,10.00
2415,Bas-Saint-Laurent,38. Philosophy and religious studies,1787,75.00
2415,Bas-Saint-Laurent,39. Theology and religious vocations,1788,100.00
2415,Bas-Saint-Laurent,54. History,1789,195.00
2415,Bas-Saint-Laurent,55. French language and literature/letters,1790,375.00
2415,Bas-Saint-Laurent,Social and behavioural sciences and law,1791,3695.00
2415,Bas-Saint-Laurent,"05. Area, ethnic, cultural, gender, and group studies",1792,35.00
2415,Bas-Saint-Laurent,"09. Communication, journalism and related programs",1793,350.00
2415,Bas-Saint-Laurent,19. Family and consumer sciences/human sciences,1794,1240.00
2415,Bas-Saint-Laurent,22. Legal professions and studies,1795,425.00
2415,Bas-Saint-Laurent,30B Interdisciplinary social and behavioural sciences,1796,120.00
2415,Bas-Saint-Laurent,42. Psychology,1797,645.00
2415,Bas-Saint-Laurent,45. Social sciences,1798,885.00
2415,Bas-Saint-Laurent,"Business, management and public administration",1799,14405.00
2415,Bas-Saint-Laurent,30.16 Accounting and computer science,1800,15.00
2415,Bas-Saint-Laurent,44. Public administration and social service professions,1801,1115.00
2415,Bas-Saint-Laurent,"52. Business, management, marketing and related support services",1802,13270.00
2415,Bas-Saint-Laurent,Physical and life sciences and technologies,1803,1605.00
2415,Bas-Saint-Laurent,26. Biological and biomedical sciences,1804,780.00
2415,Bas-Saint-Laurent,30.01 Biological and physical sciences,1805,155.00
2415,Bas-Saint-Laurent,30C Other interdisciplinary physical and life sciences,1806,95.00
2415,Bas-Saint-Laurent,40. Physical sciences,1807,450.00
2415,Bas-Saint-Laurent,41. Science technologies/technicians,1808,130.00
2415,Bas-Saint-Laurent,"Mathematics, computer and information sciences",1809,1470.00
2415,Bas-Saint-Laurent,11. Computer and information sciences and support services,1810,1255.00
2415,Bas-Saint-Laurent,25. Library science,1811,125.00
2415,Bas-Saint-Laurent,27. Mathematics and statistics,1812,60.00
2415,Bas-Saint-Laurent,"30D Interdisciplinary mathematics, computer and information sciences",1813,30.00
2415,Bas-Saint-Laurent,"Architecture, engineering, and related technologies",1814,17190.00
2415,Bas-Saint-Laurent,04. Architecture and related services,1815,475.00
2415,Bas-Saint-Laurent,14. Engineering,1816,1100.00
2415,Bas-Saint-Laurent,15. Engineering technologies and engineering-related fields,1817,2995.00
2415,Bas-Saint-Laurent,30.12 Historic preservation and conservation,1818,0.00
2415,Bas-Saint-Laurent,46. Construction trades,1819,4140.00
2415,Bas-Saint-Laurent,47. Mechanic and repair technologies/technicians,1820,4755.00
2415,Bas-Saint-Laurent,48. Precision production,1821,3725.00
2415,Bas-Saint-Laurent,"Agriculture, natural resources and conservation",1822,3970.00
2415,Bas-Saint-Laurent,"01. Agriculture, agriculture operations and related sciences",1823,2165.00
2415,Bas-Saint-Laurent,03. Natural resources and conservation,1824,1805.00
2415,Bas-Saint-Laurent,Health and related fields,1825,9670.00
2415,Bas-Saint-Laurent,"31. Parks, recreation, leisure and fitness studies",1826,615.00
2415,Bas-Saint-Laurent,51. Health professions and related programs,1827,8925.00
2415,Bas-Saint-Laurent,"60. Dental, medical and veterinary residency programs",1828,130.00
2415,Bas-Saint-Laurent,"Personal, protective and transportation services",1829,6885.00
2415,Bas-Saint-Laurent,12. Personal and culinary services,1830,4020.00
2415,Bas-Saint-Laurent,"28. Military science, leadership and operational art",1831,0.00
2415,Bas-Saint-Laurent,29. Military technologies and applied sciences,1832,15.00
2415,Bas-Saint-Laurent,43. Security and protective services,1833,830.00
2415,Bas-Saint-Laurent,49. Transportation and materials moving,1834,2020.00
2415,Bas-Saint-Laurent,Other,1835,35.00
2415,Bas-Saint-Laurent,"30.99 Multidisciplinary/interdisciplinary studies, other",1836,35.00
2415,Bas-Saint-Laurent,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data,1837,161580.00
2415,Bas-Saint-Laurent,"No postsecondary certificate, diploma or degree",1838,71055.00
2415,Bas-Saint-Laurent,"Postsecondary certificate, diploma or degree",1839,90525.00
2415,Bas-Saint-Laurent,Location of study inside Canada,1840,89375.00
2415,Bas-Saint-Laurent,Same as province or territory of residence,1841,87855.00
2415,Bas-Saint-Laurent,Different than province or territory of residence,1842,1520.00
2415,Bas-Saint-Laurent,Location of study outside Canada,1843,1145.00
2415,Bas-Saint-Laurent,United States,1844,200.00
2415,Bas-Saint-Laurent,Philippines,1845,20.00
2415,Bas-Saint-Laurent,India,1846,0.00
2415,Bas-Saint-Laurent,United Kingdom,1847,40.00
2415,Bas-Saint-Laurent,China,1848,10.00
2415,Bas-Saint-Laurent,France,1849,510.00
2415,Bas-Saint-Laurent,Other,1850,355.00
2415,Bas-Saint-Laurent,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data,1851,102065.00
2415,Bas-Saint-Laurent,"No postsecondary certificate, diploma or degree",1852,34270.00
2415,Bas-Saint-Laurent,"Postsecondary certificate, diploma or degree",1853,67800.00
2415,Bas-Saint-Laurent,Location of study inside Canada,1854,66945.00
2415,Bas-Saint-Laurent,Same as province or territory of residence,1855,66040.00
2415,Bas-Saint-Laurent,Different than province or territory of residence,1856,905.00
2415,Bas-Saint-Laurent,Location of study outside Canada,1857,855.00
2415,Bas-Saint-Laurent,United States,1858,115.00
2415,Bas-Saint-Laurent,Philippines,1859,25.00
2415,Bas-Saint-Laurent,India,1860,0.00
2415,Bas-Saint-Laurent,United Kingdom,1861,30.00
2415,Bas-Saint-Laurent,China,1862,15.00
2415,Bas-Saint-Laurent,France,1863,375.00
2415,Bas-Saint-Laurent,Other,1864,295.00
2415,Bas-Saint-Laurent,Total - Population aged 15 years and over by Labour force status - 25% sample data,1865,161585.00
2415,Bas-Saint-Laurent,In the labour force,1866,94575.00
2415,Bas-Saint-Laurent,Employed,1867,86100.00
2415,Bas-Saint-Laurent,Unemployed,1868,8475.00
2415,Bas-Saint-Laurent,Not in the labour force,1869,67005.00
2415,Bas-Saint-Laurent,Participation rate,1870,58.50
2415,Bas-Saint-Laurent,Employment rate,1871,53.30
2415,Bas-Saint-Laurent,Unemployment rate,1872,9.00
2415,Bas-Saint-Laurent,Total population aged 15 years and over by work activity during the reference year - 25% sample data,1873,161585.00
2415,Bas-Saint-Laurent,Did not work,1874,60720.00
2415,Bas-Saint-Laurent,Worked,1875,100860.00
2415,Bas-Saint-Laurent,"Worked full year, full time",1876,45450.00
2415,Bas-Saint-Laurent,Worked part year and/or part time,1877,55410.00
2415,Bas-Saint-Laurent,Average weeks worked in reference year,1878,41.20
2415,Bas-Saint-Laurent,Total labour force aged 15 years and over by class of worker - 25% sample data,1879,94575.00
2415,Bas-Saint-Laurent,Class of worker - not applicable,1880,1765.00
2415,Bas-Saint-Laurent,All classes of workers,1881,92805.00
2415,Bas-Saint-Laurent,Employee,1882,82565.00
2415,Bas-Saint-Laurent,Self-employed,1883,10240.00
2415,Bas-Saint-Laurent,Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data,1884,94575.00
2415,Bas-Saint-Laurent,Occupation - not applicable,1885,1765.00
2415,Bas-Saint-Laurent,All occupations,1886,92810.00
2415,Bas-Saint-Laurent,0 Management occupations,1887,8800.00
2415,Bas-Saint-Laurent,"1 Business, finance and administration occupations",1888,12550.00
2415,Bas-Saint-Laurent,2 Natural and applied sciences and related occupations,1889,4420.00
2415,Bas-Saint-Laurent,3 Health occupations,1890,7565.00
2415,Bas-Saint-Laurent,"4 Occupations in education, law and social, community and government services",1891,11295.00
2415,Bas-Saint-Laurent,"5 Occupations in art, culture, recreation and sport",1892,1735.00
2415,Bas-Saint-Laurent,6 Sales and service occupations,1893,21545.00
2415,Bas-Saint-Laurent,"7 Trades, transport and equipment operators and related occupations",1894,15290.00
2415,Bas-Saint-Laurent,"8 Natural resources, agriculture and related production occupations",1895,4080.00
2415,Bas-Saint-Laurent,9 Occupations in manufacturing and utilities,1896,5535.00
2415,Bas-Saint-Laurent,Total Labour Force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data,1897,94575.00
2415,Bas-Saint-Laurent,Industry - NAICS2012 - not applicable,1898,1765.00
2415,Bas-Saint-Laurent,All industry categories,1899,92805.00
2415,Bas-Saint-Laurent,"11 Agriculture, forestry, fishing and hunting",1900,6220.00
2415,Bas-Saint-Laurent,"21 Mining, quarrying, and oil and gas extraction",1901,825.00
2415,Bas-Saint-Laurent,22 Utilities,1902,685.00
2415,Bas-Saint-Laurent,23 Construction,1903,5800.00
2415,Bas-Saint-Laurent,31-33 Manufacturing,1904,10300.00
2415,Bas-Saint-Laurent,41 Wholesale trade,1905,2195.00
2415,Bas-Saint-Laurent,44-45 Retail trade,1906,12145.00
2415,Bas-Saint-Laurent,48-49 Transportation and warehousing,1907,4180.00
2415,Bas-Saint-Laurent,51 Information and cultural industries,1908,1995.00
2415,Bas-Saint-Laurent,52 Finance and insurance,1909,2090.00
2415,Bas-Saint-Laurent,53 Real estate and rental and leasing,1910,895.00
2415,Bas-Saint-Laurent,"54 Professional, scientific and technical services",1911,3530.00
2415,Bas-Saint-Laurent,55 Management of companies and enterprises,1912,35.00
2415,Bas-Saint-Laurent,"56 Administrative and support, waste management and remediation services",1913,2665.00
2415,Bas-Saint-Laurent,61 Educational services,1914,7235.00
2415,Bas-Saint-Laurent,62 Health care and social assistance,1915,13920.00
2415,Bas-Saint-Laurent,"71 Arts, entertainment and recreation",1916,1325.00
2415,Bas-Saint-Laurent,72 Accommodation and food services,1917,6300.00
2415,Bas-Saint-Laurent,81 Other services (except public administration),1918,5165.00
2415,Bas-Saint-Laurent,91 Public administration,1919,5305.00
2415,Bas-Saint-Laurent,Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,1920,86100.00
2415,Bas-Saint-Laurent,Worked at home,1921,6560.00
2415,Bas-Saint-Laurent,Worked outside Canada,1922,90.00
2415,Bas-Saint-Laurent,No fixed workplace address,1923,7060.00
2415,Bas-Saint-Laurent,Worked at usual place,1924,72390.00
2415,Bas-Saint-Laurent,Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data,1925,72390.00
2415,Bas-Saint-Laurent,Commute within census subdivision (CSD) of residence,1926,41725.00
2415,Bas-Saint-Laurent,Commute to a different census subdivision (CSD) within census division (CD) of residence,1927,18820.00
2415,Bas-Saint-Laurent,Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,1928,11375.00
2415,Bas-Saint-Laurent,Commute to a different province or territory,1929,465.00
2415,Bas-Saint-Laurent,Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,1930,79445.00
2415,Bas-Saint-Laurent,"Car, truck, van - as a driver",1931,68155.00
2415,Bas-Saint-Laurent,"Car, truck, van - as a passenger",1932,2880.00
2415,Bas-Saint-Laurent,Public transit,1933,645.00
2415,Bas-Saint-Laurent,Walked,1934,6090.00
2415,Bas-Saint-Laurent,Bicycle,1935,620.00
2415,Bas-Saint-Laurent,Other method,1936,1055.00
2415,Bas-Saint-Laurent,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,1937,79445.00
2415,Bas-Saint-Laurent,Less than 15 minutes,1938,44775.00
2415,Bas-Saint-Laurent,15 to 29 minutes,1939,22250.00
2415,Bas-Saint-Laurent,30 to 44 minutes,1940,7495.00
2415,Bas-Saint-Laurent,45 to 59 minutes,1941,2310.00
2415,Bas-Saint-Laurent,60 minutes and over,1942,2615.00
2415,Bas-Saint-Laurent,Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,1943,79445.00
2415,Bas-Saint-Laurent,Between 5 a.m. and 5:59 a.m.,1944,4280.00
2415,Bas-Saint-Laurent,Between 6 a.m. and 6:59 a.m.,1945,12015.00
2415,Bas-Saint-Laurent,Between 7 a.m. and 7:59 a.m.,1946,29515.00
2415,Bas-Saint-Laurent,Between 8 a.m. and 8:59 a.m.,1947,17545.00
2415,Bas-Saint-Laurent,Between 9 a.m. and 11:59 a.m.,1948,5055.00
2415,Bas-Saint-Laurent,Between 12 p.m. and 4:59 a.m.,1949,11040.00
2415,Bas-Saint-Laurent,"Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1, 2015 - 25% sample data",1950,103335.00
2415,Bas-Saint-Laurent,Single responses,1951,101930.00
2415,Bas-Saint-Laurent,Official languages,1952,101925.00
2415,Bas-Saint-Laurent,English,1953,1130.00
2415,Bas-Saint-Laurent,French,1954,100795.00
2415,Bas-Saint-Laurent,Non-official languages,1955,10.00
2415,Bas-Saint-Laurent,Aboriginal languages,1956,0.00
2415,Bas-Saint-Laurent,Algonquian languages,1957,0.00
2415,Bas-Saint-Laurent,Blackfoot,1958,0.00
2415,Bas-Saint-Laurent,Cree-Montagnais languages,1959,0.00
2415,Bas-Saint-Laurent,Atikamekw,1960,0.00
2415,Bas-Saint-Laurent,Montagnais (Innu),1961,0.00
2415,Bas-Saint-Laurent,Moose Cree,1962,0.00
2415,Bas-Saint-Laurent,Naskapi,1963,0.00
2415,Bas-Saint-Laurent,Northern East Cree,1964,0.00
2415,Bas-Saint-Laurent,Plains Cree,1965,0.00
2415,Bas-Saint-Laurent,Southern East Cree,1966,0.00
2415,Bas-Saint-Laurent,Swampy Cree,1967,0.00
2415,Bas-Saint-Laurent,Woods Cree,1968,0.00
2415,Bas-Saint-Laurent,"Cree, n.o.s.",1969,0.00
2415,Bas-Saint-Laurent,Eastern Algonquian languages,1970,0.00
2415,Bas-Saint-Laurent,Malecite,1971,0.00
2415,Bas-Saint-Laurent,Mi'kmaq,1972,0.00
2415,Bas-Saint-Laurent,Ojibway-Potawatomi languages,1973,0.00
2415,Bas-Saint-Laurent,Algonquin,1974,0.00
2415,Bas-Saint-Laurent,Ojibway,1975,0.00
2415,Bas-Saint-Laurent,Oji-Cree,1976,0.00
2415,Bas-Saint-Laurent,Ottawa (Odawa),1977,0.00
2415,Bas-Saint-Laurent,"Algonquian languages, n.i.e.",1978,0.00
2415,Bas-Saint-Laurent,Athabaskan languages,1979,0.00
2415,Bas-Saint-Laurent,Northern Athabaskan languages,1980,0.00
2415,Bas-Saint-Laurent,Babine (Wetsuwet'en),1981,0.00
2415,Bas-Saint-Laurent,Beaver,1982,0.00
2415,Bas-Saint-Laurent,Carrier,1983,0.00
2415,Bas-Saint-Laurent,Chilcotin,1984,0.00
2415,Bas-Saint-Laurent,Dene,1985,0.00
2415,Bas-Saint-Laurent,Dogrib (Tlicho),1986,0.00
2415,Bas-Saint-Laurent,Gwich'in,1987,0.00
2415,Bas-Saint-Laurent,Sarsi (Sarcee),1988,0.00
2415,Bas-Saint-Laurent,Sekani,1989,0.00
2415,Bas-Saint-Laurent,Slavey-Hare languages,1990,0.00
2415,Bas-Saint-Laurent,North Slavey (Hare),1991,0.00
2415,Bas-Saint-Laurent,South Slavey,1992,0.00
2415,Bas-Saint-Laurent,"Slavey, n.o.s.",1993,0.00
2415,Bas-Saint-Laurent,Tahltan languages,1994,0.00
2415,Bas-Saint-Laurent,Kaska (Nahani),1995,0.00
2415,Bas-Saint-Laurent,Tahltan,1996,0.00
2415,Bas-Saint-Laurent,Tutchone languages,1997,0.00
2415,Bas-Saint-Laurent,Northern Tutchone,1998,0.00
2415,Bas-Saint-Laurent,Southern Tutchone,1999,0.00
2415,Bas-Saint-Laurent,"Athabaskan languages, n.i.e.",2000,0.00
2415,Bas-Saint-Laurent,Haida,2001,0.00
2415,Bas-Saint-Laurent,Inuit languages,2002,0.00
2415,Bas-Saint-Laurent,Inuinnaqtun (Inuvialuktun),2003,0.00
2415,Bas-Saint-Laurent,Inuktitut,2004,0.00
2415,Bas-Saint-Laurent,"Inuit languages, n.i.e.",2005,0.00
2415,Bas-Saint-Laurent,Iroquoian languages,2006,0.00
2415,Bas-Saint-Laurent,Cayuga,2007,0.00
2415,Bas-Saint-Laurent,Mohawk,2008,0.00
2415,Bas-Saint-Laurent,Oneida,2009,0.00
2415,Bas-Saint-Laurent,"Iroquoian languages, n.i.e.",2010,0.00
2415,Bas-Saint-Laurent,Kutenai,2011,0.00
2415,Bas-Saint-Laurent,Michif,2012,0.00
2415,Bas-Saint-Laurent,Salish languages,2013,0.00
2415,Bas-Saint-Laurent,Comox,2014,0.00
2415,Bas-Saint-Laurent,Halkomelem,2015,0.00
2415,Bas-Saint-Laurent,Lillooet,2016,0.00
2415,Bas-Saint-Laurent,Okanagan,2017,0.00
2415,Bas-Saint-Laurent,Shuswap (Secwepemctsin),2018,0.00
2415,Bas-Saint-Laurent,Squamish,2019,0.00
2415,Bas-Saint-Laurent,Straits,2020,0.00
2415,Bas-Saint-Laurent,Thompson (Ntlakapamux),2021,0.00
2415,Bas-Saint-Laurent,"Salish languages, n.i.e.",2022,0.00
2415,Bas-Saint-Laurent,Siouan languages,2023,0.00
2415,Bas-Saint-Laurent,Dakota,2024,0.00
2415,Bas-Saint-Laurent,Stoney,2025,0.00
2415,Bas-Saint-Laurent,"Siouan languages, n.i.e.",2026,0.00
2415,Bas-Saint-Laurent,Tlingit,2027,0.00
2415,Bas-Saint-Laurent,Tsimshian languages,2028,0.00
2415,Bas-Saint-Laurent,Gitxsan (Gitksan),2029,0.00
2415,Bas-Saint-Laurent,Nisga'a,2030,0.00
2415,Bas-Saint-Laurent,Tsimshian,2031,0.00
2415,Bas-Saint-Laurent,Wakashan languages,2032,0.00
2415,Bas-Saint-Laurent,Haisla,2033,0.00
2415,Bas-Saint-Laurent,Heiltsuk,2034,0.00
2415,Bas-Saint-Laurent,Kwakiutl (Kwak'wala),2035,0.00
2415,Bas-Saint-Laurent,Nuu-chah-nulth (Nootka),2036,0.00
2415,Bas-Saint-Laurent,"Wakashan languages, n.i.e.",2037,0.00
2415,Bas-Saint-Laurent,"Aboriginal languages, n.o.s.",2038,0.00
2415,Bas-Saint-Laurent,Non-Aboriginal languages,2039,0.00
2415,Bas-Saint-Laurent,Afro-Asiatic languages,2040,0.00
2415,Bas-Saint-Laurent,Berber languages,2041,0.00
2415,Bas-Saint-Laurent,Kabyle,2042,0.00
2415,Bas-Saint-Laurent,"Berber languages, n.i.e.",2043,0.00
2415,Bas-Saint-Laurent,Cushitic languages,2044,0.00
2415,Bas-Saint-Laurent,Bilen,2045,0.00
2415,Bas-Saint-Laurent,Oromo,2046,0.00
2415,Bas-Saint-Laurent,Somali,2047,0.00
2415,Bas-Saint-Laurent,"Cushitic languages, n.i.e.",2048,0.00
2415,Bas-Saint-Laurent,Semitic languages,2049,0.00
2415,Bas-Saint-Laurent,Amharic,2050,0.00
2415,Bas-Saint-Laurent,Arabic,2051,0.00
2415,Bas-Saint-Laurent,Assyrian Neo-Aramaic,2052,0.00
2415,Bas-Saint-Laurent,Chaldean Neo-Aramaic,2053,0.00
2415,Bas-Saint-Laurent,Harari,2054,0.00
2415,Bas-Saint-Laurent,Hebrew,2055,0.00
2415,Bas-Saint-Laurent,Maltese,2056,0.00
2415,Bas-Saint-Laurent,Tigrigna,2057,0.00
2415,Bas-Saint-Laurent,"Semitic languages, n.i.e.",2058,0.00
2415,Bas-Saint-Laurent,"Afro-Asiatic languages, n.i.e.",2059,0.00
2415,Bas-Saint-Laurent,Austro-Asiatic languages,2060,0.00
2415,Bas-Saint-Laurent,Khmer (Cambodian),2061,0.00
2415,Bas-Saint-Laurent,Vietnamese,2062,0.00
2415,Bas-Saint-Laurent,"Austro-Asiatic languages, n.i.e",2063,0.00
2415,Bas-Saint-Laurent,Austronesian languages,2064,0.00
2415,Bas-Saint-Laurent,Bikol,2065,0.00
2415,Bas-Saint-Laurent,Cebuano,2066,0.00
2415,Bas-Saint-Laurent,Fijian,2067,0.00
